Cód.Município,Município,Despesas Empenhadas,Despesas Liquidadas,Despesas Pagas
314490,Nova Módica,998308881,998212801,805022330
314500,Nova Ponte,3459144580,3455690423,3439317096
314505,Nova Porteirinha,1033250227,1024431877,1021738671
314510,Nova Resende,2442923977,2363232575,2345855296
314520,Nova Serrana,13512710093,13004030504,12054985367
314530,Novo Cruzeiro,3880056167,3880056167,3757370480
314535,Novo Oriente de Minas,1448440829,1432945708,1384397425
314537,Novorizonte,1368598614,1270511309,1220482251
314540,Olaria,876271169,712994008,705951451
314545,Olhos-d'Água,1079242319,1073210793,1010103738
314550,Olímpio Noronha,679535771,675469261,675405261
314560,Oliveira,9778818026,9423496758,9303319981
314570,Oliveira Fortes,648234248,619773073,618304224
314580,Onça de Pitangui,860992847,855394146,849451066
314585,Oratórios,1155444491,1011551863,987254602
314587,Orizânia,629313667,629313667,629313637
314590,Ouro Branco,8502684376,8437913129,8437892794
314600,Ouro Fino,4504457844,4451031006,4417912220
314610,Ouro Preto,21979580338,20870007185,20312166119
314620,Ouro Verde de Minas,951479099,944390652,770280919
314625,Padre Carvalho,971376437,971376437,964634670
314630,Padre Paraíso,2246639106,2242619066,2215180155
314640,Paineiras,929685585,904850527,900925060
314650,Pains,1891194467,1704524881,1698367366
314655,Pai Pedro,1089991512,1017753702,1003405771
314660,Paiva,610476019,604026360,601172194
314670,Palma,811779874,807980231,1035624586
314675,Palmópolis,1088201419,1068545088,1051940323
314690,Papagaios,2586205350,2553298933,2511116491
314700,Paracatu,24963755889,24836771302,24494786686
314710,Pará de Minas,23695259418,23008502756,21633700516
314720,Paraguaçu,2553043733,2473231614,2458225820
314730,Paraisópolis,2666389851,2654706786,2477461545
314740,Paraopeba,3080056386,3058848678,2999198137
314750,Passabém,681316938,669757701,668826321
314760,Passa Quatro,2585596648,2525527168,2427651175
314770,Passa Tempo,1442186959,1436656480,1395291784
314780,Passa-Vinte,715036120,698060128,678558167
314790,Passos,23238355065,22578562978,22342957942
314795,Patis,1011672624,995965140,979362035
314800,Patos de Minas,39195798850,37044273124,35715259551
314810,Patrocínio,17131213903,16441499357,16385814493
314820,Patrocínio do Muriaé,1164885997,1164762012,1134070623
314830,Paula Cândido,1293822506,1256632413,1256619753
314840,Paulistas,1093658534,1085560440,1082234438
314850,Pavão,1195236367,1160789408,1097702137
314860,Peçanha,3313614064,3291940258,3281914480
314870,Pedra Azul,3922404876,3833392585,3794949160
314875,Pedra Bonita,1356647050,1353264784,1325326907
314880,Pedra do Anta,1040238852,1031706643,1018917718
314890,Pedra do Indaiá,887535903,855490029,843818548
314900,Pedra Dourada,752329012,744554001,739677551
314910,Pedralva,1640040824,1625250831,1623371487
314915,Pedras de Maria da Cruz,1568958134,1520849115,1505220788
314920,Pedrinópolis,1199759781,1126875540,1121691361
314930,Pedro Leopoldo,10197848059,9478915063,9384939493
314940,Pedro Teixeira,722836559,695306437,692496565
314950,Pequeri,839883703,776470989,752101585
314960,Pequi,1275461817,1260048017,1203222282
314970,Perdigão,2056985600,2034311754,2003140007
314980,Perdizes,3903732058,3894924555,3697728692
314990,Perdões,3119168839,3072601245,3050054808
314995,Periquito,1268904043,1209721760,1143131754
315000,Pescador,755255899,754245152,721700135
315010,Piau,786779170,778670386,777966960
315015,Piedade de Caratinga,1373459137,1288159247,1163142218
315020,Piedade de Ponte Nova,748517652,748517652,741727677
315030,Piedade do Rio Grande,1106623425,1095291948,1094459132
315040,Piedade dos Gerais,978897260,972907605,962613695
315050,Pimenta,1670400503,1647029832,1642410517
315053,Pingo-d'Água,1247398867,1056405494,1048766069
315057,Pintópolis,1226981523,1040438580,1025652756
315060,Piracema,1434810799,1395954945,1322161796
315070,Pirajuba,1341743364,1311477265,1275332034
315080,Piranga,2484061829,2403236554,2327898316
315090,Piranguçu,933827795,907145871,871256949
315100,Piranguinho,1269624971,1051956468,1044132318
315110,Pirapetinga,2490018838,2487167425,2391693064
315120,Pirapora,13450498737,12784614979,12630153374
315130,Piraúba,1421945343,1377412137,1370056507
315140,Pitangui,3278890041,3168857479,3138082596
315150,Piumhi,6088654658,5840454147,5824598650
315160,Planura,2141674760,2068585167,1982188767
315170,Poço Fundo,5122423507,5000615541,4710452119
315180,Poços de Caldas,43210133864,43033279945,41798805641
315190,Pocrane,1599808436,1599808436,1599808436
315200,Pompéu,4645562809,4487326801,4451609314
315210,Ponte Nova,18507728364,17758807714,17330407506
315213,Ponto Chique,1040131191,1015647691,1004661815
315217,Ponto dos Volantes,1516456134,1496696036,1478077024
315220,Porteirinha,5464592536,5371962520,5371962520
315230,Porto Firme,1844619265,1842619365,1842619365
315240,Poté,2225797607,2216625858,2106659251
315250,Pouso Alegre,41180599878,40511967009,39984424946
315260,Pouso Alto,1141310971,1134897483,1134897483
315270,Prados,983575761,952138611,899046059
315280,Prata,6470681352,6265175837,6196077719
315290,Pratápolis,1859634703,1852128566,1759239441
315300,Pratinha,1143467953,1082700561,1068173166
315310,Presidente Bernardes,1240548029,1212835729,1212835729
315320,Presidente Juscelino,978079150,931339042,929554947
315330,Presidente Kubitschek,826093085,825863085,811520664
315340,Presidente Olegário,3384316409,3339327252,3330450550
315350,Alto Jequitibá,1236006358,1197502933,1181686725
315360,Prudente de Morais,1501097820,1451834618,1419997703
315370,Quartel Geral,1255972030,1142607001,1142286506
315380,Queluzito,802757297,791895124,789443190
315390,Raposos,3315012154,3312896367,3265568770
315400,Raul Soares,3425796837,3393694634,3393541287
315410,Recreio,1730221295,1720484478,1666479292
315415,Reduto,932987940,897440092,889447971
315420,Resende Costa,1478746325,1347381619,1344511952
315430,Resplendor,2651604039,2479580841,2325836071
315440,Ressaquinha,1101274043,1085046521,1074315873
315445,Riachinho,1634612024,1535929761,1442008662
315450,Riacho dos Machados,1613800559,1579108488,1565928821
315460,Ribeirão das Neves,26281388208,26050654245,24625804035
315470,Ribeirão Vermelho,1116031817,1065584469,1045923219
315480,Rio Acima,2540335287,2492623365,2469084246
315490,Rio Casca,2011954438,1997976910,1982624374
315500,Rio Doce,819718587,818369991,818369991
315510,Rio do Prado,1118645281,1076246777,1045174371
315520,Rio Espera,1043076044,1040910465,1031341095
315530,Rio Manso,1055038680,911134315,910623451
315540,Rio Novo,1388863983,1388694912,1300568581
315550,Rio Paranaíba,3172799070,3172799070,3169334170
315560,Rio Pardo de Minas,3625488406,3617890296,3404267448
315570,Rio Piracicaba,2585238981,2585238981,2585100907
315580,Rio Pomba,2433832148,2395525728,2395395010
315590,Rio Preto,1034546770,1034546770,1015314873
315600,Rio Vermelho,1941112177,1937729120,1922466331
315610,Ritápolis,941002031,926340565,924006160
315620,Rochedo de Minas,900512729,882709136,772392500
315630,Rodeiro,1374957806,1305737323,1273386209
315640,Romaria,1030760779,994488714,978064515
315645,Rosário da Limeira,1053755285,1050432097,1049996034
315650,Rubelita,1293094016,1293094016,1270819312
315660,Rubim,1637220181,1636721989,1598308300
315670,Sabará,13021341358,12684395708,12599262281
315680,Sabinópolis,2290723821,2285583286,2284741298
315690,Sacramento,6707528255,6682540997,6460070393
315700,Salinas,8492493842,7911777858,7647218816
315710,Salto da Divisa,1269787448,1259473675,1213795786
315720,Santa Bárbara,5652118182,5605500888,5526961647
315725,Santa Bárbara do Leste,1552802718,1388498474,1382176286
315727,Santa Bárbara do Monte Verde,847012987,845922711,845027292
315730,Santa Bárbara do Tugúrio,868466580,771954057,764424273
315733,Santa Cruz de Minas,997091639,957223853,946031367
315737,Santa Cruz de Salinas,1255055360,1246945360,1147866548
315740,Santa Cruz do Escalvado,861207457,851163328,846781795
315750,Santa Efigênia de Minas,1062260151,1047389000,971435030
315760,Santa Fé de Minas,1197948442,1178450037,1103770117
315765,Santa Helena de Minas,1201647636,1149856898,1094690778
315770,Santa Juliana,2193796330,2137635857,2127502205
315780,Santa Luzia,19382869781,17472775557,15884305983
315790,Santa Margarida,2462798164,2408464755,2386112476
315800,Santa Maria de Itabira,1471935058,1451918936,1445415440
315810,Santa Maria do Salto,913175809,912991537,864930087
315820,Santa Maria do Suaçuí,2730095103,2667644232,2636645594
315830,Santana da Vargem,1351956479,1209407885,1202179315
315840,Santana de Cataguases,832321802,823506574,818116656
315850,Santana de Pirapama,1039227615,1037148560,1029848504
315860,Santana do Deserto,824459383,802404656,773996026
315870,Santana do Garambéu,857995839,829367814,822789438
315880,Santana do Jacaré,853186123,843068080,836565064
315890,Santana do Manhuaçu,1491609609,1470523541,1432194070
315895,Santana do Paraíso,4625369000,4034746607,4006241893
315900,Santana do Riacho,1277901128,1135589317,1063761814
315910,Santana dos Montes,913414982,863339501,856664249
315920,Santa Rita de Caldas,1324091921,1324091921,1324091921
315930,Santa Rita de Jacutinga,1197325924,1194982057,1187242753
315935,Santa Rita de Minas,1278480703,1270349713,1221902739
315940,Santa Rita de Ibitipoca,957203183,936123138,922164890
315950,Santa Rita do Itueto,1010596527,995497781,995297781
315960,Santa Rita do Sapucaí,6104824659,6073742196,6026997739
315970,Santa Rosa da Serra,1134688016,1075363302,1025088018
315980,Santa Vitória,5684474719,5399455698,5351721771
315990,Santo Antônio do Amparo,2983519766,2821105065,2804693473
316000,Santo Antônio do Aventureiro,775078492,775047652,733265932
316010,Santo Antônio do Grama,842253224,807186068,788528244
316020,Santo Antônio do Itambé,866314889,736761767,730971094
316030,Santo Antônio do Jacinto,1542021535,1542021535,1539187267
316040,Santo Antônio do Monte,6834872287,6685685691,6592509097
316045,Santo Antônio do Retiro,1193909560,1193909560,1189937829
316050,Santo Antônio do Rio Abaixo,787686723,752433203,749624373
316060,Santo Hipólito,1078455572,925136809,889564516
316070,Santos Dumont,6404947756,6351775716,6268946237
316080,São Bento Abade,1093402562,936952112,933826896
316090,São Brás do Suaçuí,980126024,949203498,942894629
316095,São Domingos das Dores,1225819244,1181853737,1179961471
316100,São Domingos do Prata,2270276431,2231296364,2151431289
316105,São Félix de Minas,824760039,816769663,815646388
316110,São Francisco,6955424822,6666173779,6050337616
316120,São Francisco de Paula,1113793863,1113574205,1113557518
316130,São Francisco de Sales,1453763281,1298927964,1272556953
316140,São Francisco do Glória,912288022,905106944,888189042
316150,São Geraldo,1451135052,1379862759,1286730458
316160,São Geraldo da Piedade,887515580,881673717,866649875
316165,São Geraldo do Baixio,1017889501,1017907296,904300101
316170,São Gonçalo do Abaeté,1487740763,1487172082,1482692823
316180,São Gonçalo do Pará,1910648735,1857458014,1761549195
316190,São Gonçalo do Rio Abaixo,6037277752,5710203247,5520465263
316200,São Gonçalo do Sapucaí,3580278831,3572143805,3562896386
316210,São Gotardo,6389160960,6080390827,5829740546
316220,São João Batista do Glória,1970675947,1927641201,1919310839
316225,São João da Lagoa,956596578,948451933,933263962
316230,São João da Mata,744187088,740678984,737404046
316240,São João da Ponte,3549462267,3525735279,3513348725
316245,São João das Missões,1636605497,1596861900,1573943907
316250,São João del Rei,18003677066,17678598136,17533928172
316255,São João do Manhuaçu,1811865851,1803969924,1663727116
316257,São João do Manteninha,1143879103,1142462764,1134331391
316260,São João do Oriente,1137436643,1137436643,1137436643
316265,São João do Pacuí,871031560,815015178,766833019
316270,São João do Paraíso,3469632167,3254821884,3073036658
316280,São João Evangelista,1914086394,1906602753,1828234458
316290,São João Nepomuceno,4157593434,4069450840,3982028702
316292,São Joaquim de Bicas,5964560520,5726879192,5626351305
316294,São José da Barra,1722552533,1685521995,1654295846
316295,São José da Lapa,3863966836,3644073381,3287100568
316300,São José da Safira,1156033810,1155195888,1120222677
316310,São José da Varginha,1033168157,947312848,860591279
316320,São José do Alegre,837555103,837272703,837272703
316330,São José do Divino,854161219,850712569,849342379
316340,São José do Goiabal,917860880,917452784,915081477
316350,São José do Jacuri,1129501133,1100960194,1046212996
316360,São José do Mantimento,878016880,877434506,868984888
316370,São Lourenço,3124127426,2930794726,2897504348
316380,São Miguel do Anta,1217503989,1204794129,1190439590
316390,São Pedro da União,1081798675,1073510356,1064095687
316400,São Pedro dos Ferros,1159077546,1150613726,1148756173
316410,São Pedro do Suaçuí,956377050,945230698,932896477
316420,São Romão,1916941941,1863124478,1804499422
316430,São Roque de Minas,1467998855,1466793306,1462338711
316440,São Sebastião da Bela Vista,1138372587,1135311846,1131296801
316443,São Sebastião da Vargem Alegre,900389861,897093054,876106630
316447,São Sebastião do Anta,1228054484,1176445219,1105854482
316450,São Sebastião do Maranhão,1470141548,1352064407,1310014693
316460,São Sebastião do Oeste,1599738840,1592286937,1584781389
316470,São Sebastião do Paraíso,21501246193,21339195390,20439839805
316480,São Sebastião do Rio Preto,779581314,767983468,767508668
316490,São Sebastião do Rio Verde,794649083,794396383,792680866
316500,São Tiago,1313562498,1309640553,1302273004
316510,São Tomás de Aquino,1592235855,1527946292,1482613574
316520,São Thomé das Letras,1470322619,1265701394,1253898385
316530,São Vicente de Minas,1428137170,1231283465,1226967696
316540,Sapucaí-Mirim,1152831819,1039712772,1038928752
316550,Sardoá,961019360,934083325,916095711
316553,Sarzedo,7766571587,7526098199,7317276012
316555,Setubinha,1564972612,1553552683,1464257203
316556,Sem-Peixe,823781401,823781401,811403290
316557,Senador Amaral,1303584513,1279407262,1267657945
316560,Senador Cortes,593186666,583200925,580236516
316570,Senador Firmino,1267773566,1263973922,1256051454
316580,Senador José Bento,676006686,675077179,659016595
316590,Senador Modestino Gonçalves,1119052449,1088335873,1019983540
316600,Senhora de Oliveira,1245472724,1231326260,1202432765
316610,Senhora do Porto,936174616,932667777,902511821
316620,Senhora dos Remédios,12051876648,38258718133967782,662720427
316630,Sericita,1014198249,1013973945,1000909940
316640,Seritinga,617389661,592663275,591382187
316650,Serra Azul de Minas,848025301,847217692,840042089
316660,Serra da Saudade,698684954,691510175,681131615
316670,Serra dos Aimorés,972670848,949450296,930959734
316680,Serra do Salitre,3840256500,3825524911,3804056304
316690,Serrania,1259997880,1226142566,1204256349
316695,Serranópolis de Minas,965571032,937520476,926979581
316700,Serranos,745778987,739546738,714276901
316710,Serro,4280541791,4269441352,4224945568
316720,Sete Lagoas,52764254050,48392449522,47677665573
316730,Silveirânia,718663035,718574717,714208639
316740,Silvianópolis,885489314,869243354,879990915
316750,Simão Pereira,876669326,832773838,819792899
316760,Simonésia,3225870059,3115757620,3070486989
316770,Sobrália,1125492046,1121698598,1103694658
316780,Soledade de Minas,789075100,787883505,785500546
316790,Tabuleiro,899256750,887180114,882301687
316800,Taiobeiras,1489972631,1408691156,1381507518
316805,Taparuba,1010916561,977405687,971923967
316810,Tapira,1313999457,1294054393,1262316021
316820,Tapiraí,795420011,757799956,753593092
316830,Taquaraçu de Minas,770562594,744184553,725444233
316840,Tarumirim,2586573803,2564223407,2303461845
316850,Teixeiras,1903151664,1882700381,1871083269
316860,Teófilo Otoni,45452644764,42931683301,41907288692
316870,Timóteo,14102460501,13542739948,13184198004
316880,Tiradentes,1355710832,1330621063,1325711925
316890,Tiros,1770281217,1599955416,1593034099
316900,Tocantins,1889385425,1870897807,1812968719
316905,Tocos do Moji,834308108,812408108,807636971
316910,Toledo,1451717081,1433945789,1433629769
316920,Tombos,1418505788,1418505788,1388189346
316930,Três Corações,12094894453,11986598249,10663085243
316935,Três Marias,5839942775,5468544315,4986335788
316940,Três Pontas,11221279544,11174600814,11081747128
316950,Tumiritinga,1479842846,1417330078,1253959782
316960,Tupaciguara,5150022579,4993291783,4600186626
316970,Turmalina,3506006500,3377137236,3139746929
316980,Turvolândia,1306797042,1167488774,1156158158
316990,Ubá,16089427102,15941208403,15477397892
317000,Ubaí,1601524125,1563263950,1494714914
317005,Ubaporanga,2190416485,1975468222,1907033715
317010,Uberaba,61140840887,59745547516,57834248660
317020,Uberlândia,135117593115,130392790597,130313536971
317030,Umburatiba,926259554,923304694,830029211
317040,Unaí,17371637601,15791464336,15708176910
317043,União de Minas,1045322608,1030223738,1026471454
317047,Uruana de Minas,1252404535,1111767407,1111767407
317050,Urucânia,1516230078,1513835560,1492649869
317052,Urucuia,2329582181,2313507953,2313507953
317057,Vargem Alegre,1073573106,1053901206,992632475
317060,Vargem Bonita,791075841,763375841,760249044
317065,Vargem Grande do Rio Pardo,1283865803,1243308098,1154675049
317070,Varginha,43109288649,40721537306,40176036411
317075,Varjão de Minas,1171747144,1129884551,1123473582
317080,Várzea da Palma,4627552133,4590849212,4487907780
317090,Varzelândia,3013089453,2990474662,2915616243
317100,Vazante,4784323547,4739513475,4612735957
317103,Verdelândia,1808681865,1720765183,1711517875
317107,Veredinha,1175067060,1153567060,1132035374
317110,Veríssimo,981549829,978999829,978999820
317115,Vermelho Novo,1129652550,1128379226,1049414787
317120,Vespasiano,11428683578,11285629883,11080150795
317130,Viçosa,16248755619,15663853203,14738054835
317140,Vieiras,1125870621,991595455,949139696
317150,Mathias Lobato,1524659650,1505972048,1489316615
317160,Virgem da Lapa,1726619635,1726019635,1698163423
317170,Virgínia,1230744766,1230744766,1218981908
317180,Virginópolis,1738913654,1738913654,1732552161
317190,Virgolândia,1469120017,1461860798,1437120121
317200,Visconde do Rio Branco,5410817477,5477770724,5309530881
317210,Volta Grande,1066070144,1035514944,1031664309
317220,Wenceslau Braz,699889462,677179366,657880383
320010,Afonso Cláudio,4377633434,4375422334,4344956964
320013,Águia Branca,1873985189,1866610745,1863180586
320016,Água Doce do Norte,1509339825,1509189321,1457175964
320020,Alegre,4353785952,4342623999,4342098325
320030,Alfredo Chaves,2402656960,2391392957,2380475639
320035,Alto Rio Novo,1044888515,1035459687,1029791197
320040,Anchieta,8964792536,8740301314,8633242152
320050,Apiacá,1327427915,1264674528,1242568739
320060,Aracruz,19680847533,19274208716,19114634037
320070,Atilio Vivacqua,2333353032,2281361699,2164785865
320080,Baixo Guandu,3153796796,3139704816,3106382904
320090,Barra de São Francisco,4959559119,4722922301,4363123484
320100,Boa Esperança,2126552515,2025658271,2016108640
320110,Bom Jesus do Norte,1754133790,1703054806,1690388638
320115,Brejetuba,1938211232,1938211232,1937491232
320120,Cachoeiro de Itapemirim,17189240566,16205584709,16205584709
320130,Cariacica,22114833176,21322367466,21249307084
320140,Castelo,4962397198,4942380299,4936940897
320150,Colatina,29861805625,27479802249,27407836557
320160,Conceição da Barra,4172487425,4037630682,3881005594
320170,Conceição do Castelo,1644819104,1617782363,1617023307
320180,Divino de São Lourenço,892111269,892111269,889912801
320190,Domingos Martins,5024506031,4889199423,4868950463
320200,Dores do Rio Preto,1373074068,1278126787,1270709183
320210,Ecoporanga,3339991881,3186372648,3186312468
320220,Fundão,2958194495,2910365294,2874588064
320225,Governador Lindenberg,1831356670,1782830844,1775137864
320230,Guaçuí,3644379634,3644376897,3449532432
320240,Guarapari,9481360696,9481360696,9466855722
320245,Ibatiba,3228072375,3214738670,3197854792
320250,Ibiraçu,1777314015,1757574832,1712942616
320255,Ibitirama,1436409638,1411696988,1411696988
320260,Iconha,2259745469,2259745469,2259735469
320265,Irupi,2012649282,1950671232,1948584776
320270,Itaguaçu,1983920414,1983920414,1905296383
320280,Itapemirim,10330878644,10311140759,10305664925
320290,Itarana,1987335478,1928782700,1928782700
320300,Iúna,2979115921,2959105518,2868283130
320305,Jaguaré,4041050373,3930410983,3859510493
320310,Jerônimo Monteiro,1896429647,1887526894,1868184751
320313,João Neiva,2142802083,2073929947,2049168728
320316,Laranja da Terra,1970951186,1935049136,1928455767
320320,Linhares,24274046941,24274046941,24118177480
320330,Mantenópolis,1237190423,1233548565,1221814502
320332,Marataízes,8384634931,8384634931,7952927837
320334,Marechal Floriano,2381871909,2283225018,2229608091
320335,Marilândia,2098003737,2038464695,2032104676
320340,Mimoso do Sul,4056212238,4056212238,4056186550
320350,Montanha,3619252112,3605474157,3570765468
320360,Mucurici,1781454374,1759400366,1755684138
320370,Muniz Freire,3208698249,3147437856,3091299216
320380,Muqui,2112033976,2036132948,1906101446
320390,Nova Venécia,3984785253,3857371669,3836074669
320400,Pancas,2933296375,2757556066,2733907287
320405,Pedro Canário,3349998899,3299235428,3299235428
320410,Pinheiros,3734598460,3723353972,3690780519
320420,Piúma,3251744169,3145526326,3107323952
320425,Ponto Belo,1377025258,1377025258,1377025258
320430,Presidente Kennedy,8301802452,7084332195,7078128759
320435,Rio Bananal,3416829204,3416828204,3416828204
320440,Rio Novo do Sul,1712744974,1706933460,1696183031
320450,Santa Leopoldina,1768117541,1725417946,1724309601
320455,Santa Maria de Jetibá,6351187876,6186345893,6060281208
320460,Santa Teresa,4849196995,4488601459,4488601459
320465,São Domingos do Norte,1661012611,1645657720,1633126747
320470,São Gabriel da Palha,3720041205,4042347424,4504085021
320480,São José do Calçado,2245154832,2201576313,2072844245
320490,São Mateus,10216631359,9381380133,9352248658
320495,São Roque do Canaã,1647334862,1647334862,1643150861
320500,Serra,53898925455,50947978129,50878492058
320501,Sooretama,4407784483,4250437876,4217817458
320503,Vargem Alta,2681977427,2587252082,2514851686
320506,Venda Nova do Imigrante,3112759824,3110359824,3110359824
320510,Viana,8124535412,8104658654,7922048581
320515,Vila Pavão,1248792302,1241607344,1233175089
320517,Vila Valério,2329464314,2293089602,2233970147
320520,Vila Velha,39596985082,37924449075,37362372559
320530,Vitória,54075724618,49520875863,48557855206
330010,Angra dos Reis,70383653753,66571102850,66039846953
330015,Aperibé,3515877140,3183682248,3183682248
330020,Araruama,27533762740,26335227912,26333722701
330022,Areal,3714977240,3547779594,3541881255
330023,Armação dos Búzios,15925459554,15741501093,15740331093
330025,Arraial do Cabo,13262452290,13211132984,13016757087
330030,Barra do Piraí,12550754728,11855981435,11833046827
330040,Barra Mansa,26227787548,25072828224,24791965402
330045,Belford Roxo,57475848569,57459309560,52428669567
330050,Bom Jardim,4608199911,4408628274,4302691251
330060,Bom Jesus do Itabapoana,14056070487,13899503253,13881068821
330070,Cabo Frio,68177120566,46729550267,46644363880
330080,Cachoeiras de Macacu,16217357793,15580224040,15575922471
330090,Cambuci,4809804512,4306344428,4103426994
330093,Carapebus,9229328019,8763524263,8761069199
330095,Comendador Levy Gasparian,2552048998,2552048998,2531893860
330100,Campos dos Goytacazes,104015537505,102947378069,101695164240
330110,Cantagalo,4807203674,4728345104,4591053869
330115,Cardoso Moreira,3837367455,3796864930,3788729930
330120,Carmo,4536523508,4485573985,4485135668
330130,Casimiro de Abreu,13024806543,12362592434,12306204807
330140,Conceição de Macabu,4231852669,3982428138,3933795596
330150,Cordeiro,4936985039,4791250087,4790474560
330160,Duas Barras,2592633473,2480608860,2476523537
330170,Duque de Caxias,185987788316,185987788315,178613085854
330180,Engenheiro Paulo de Frontin,3742503667,3465744159,3039389943
330185,Guapimirim,13127099237,12278516122,11818935997
330187,Iguaba Grande,9342848411,8731637465,8731295573
330190,Itaboraí,27508208871,26298279025,26109720274
330200,Itaguaí,31115215641,29203985909,27902431302
330205,Italva,4730399168,4668313977,4591146775
330210,Itaocara,4661009761,4572022118,4560218916
330220,Itaperuna,28155021918,25583730995,23770609730
330225,Itatiaia,11316086288,10967144702,10967144702
330227,Japeri,13656270051,12900297539,12871971642
330230,Laje do Muriaé,2490638957,2338725527,2243121436
330240,Macaé,101902452386,91955287946,91378143451
330245,Macuco,2479698208,2228996077,2224410214
330250,Magé,37750496712,34727748175,33964661575
330260,Mangaratiba,15161365831,14671194638,14039160414
330270,Maricá,110043422445,109247433524,109216894558
330280,Mendes,3586703450,3290281094,3290281094
330285,Mesquita,20054141239,19346565661,19189002431
330290,Miguel Pereira,8795731471,7398530878,7110706121
330300,Miracema,5089557520,4558334229,4305177937
330310,Natividade,4013043390,3940936053,3933272380
330320,Nilópolis,21459686887,20235938371,20117700407
330330,Niterói,88604234640,82361643938,79204410781
330340,Nova Friburgo,31170825827,29651758662,28369315899
330350,Nova Iguaçu,91010944285,88804075194,88050141371
330360,Paracambi,9405485806,8998881775,8984759696
330370,Paraíba do Sul,7172388818,6766400815,6745282699
330380,Parati,10547748394,10065876330,10027678297
330385,Paty do Alferes,3336379198,3221016512,3221013512
330390,Petrópolis,52353008090,52546927939,53657250497
330395,Pinheiral,5041138175,4985945630,4919980030
330400,Piraí,11205705843,11074206353,10945853167
330410,Porciúncula,4996802359,4618799546,4035949937
330411,Porto Real,9402144319,9136558502,9088571280
330412,Quatis,3018627069,2833379588,2733466975
330414,Queimados,15422766117,14220298521,13680251068
330415,Quissamã,13065232758,12688453386,12433356240
330420,Resende,38120073479,37019479630,37014189992
330430,Rio Bonito,19386909679,17145704150,16014848184
330440,Rio Claro,6041143824,5939232198,5781545800
330450,Rio das Flores,3443430300,2901986791,2559414190
330452,Rio das Ostras,28627698798,26469418353,26296641456
330455,Rio de Janeiro,792585158138,778986967814,752072592365
330460,Santa Maria Madalena,2659876420,2559421443,2533241785
330470,Santo Antônio de Pádua,9969096172,8587157922,8586667922
330475,São Francisco de Itabapoana,5418490650,5418490650,5402569864
330480,São Fidélis,6084898681,5871603583,5832660442
330490,São Gonçalo,103305302991,101899253569,101894208920
330500,São João da Barra,20208359769,18721965113,18721965113
330510,São João de Meriti,50513021668,45782074058,40019499276
330513,São José de Ubá,2327564002,2282885451,2282060281
330515,São José do Vale do Rio Preto,4669957138,4294328711,4270340762
330520,São Pedro da Aldeia,10732321283,10728869457,10341392039
330530,São Sebastião do Alto,2508996602,2498589127,2445023036
330540,Sapucaia,4147122256,4120977864,4119795478
330550,Saquarema,42610556117,41443361587,41384275773
330555,Seropédica,13919895510,12776658456,12484316256
330560,Silva Jardim,6496962392,6124200302,6076126428
330570,Sumidouro,4397625040,4117102231,4107427536
330575,Tanguá,8617882817,8163286625,8079870072
330580,Teresópolis,21619551262,20709690872,20702357126
330590,Trajano de Morais,2292503062,2270273259,2257775091
330600,Três Rios,20401245693,19883385857,19102414078
330610,Valença,11886509921,11086779755,11003273389
330615,Varre-Sai,2610444867,2587696372,2544767131
330620,Vassouras,10938271102,10191779563,10139090946
330630,Volta Redonda,54497896567,48739862930,47706843040
350010,Adamantina,7256631716,7182409157,7115061024
350020,Adolfo,1212675217,1210935217,1210935217
350030,Aguaí,3906360825,3797141199,3772097226
350040,Águas da Prata,2378304687,2349847916,2266764973
350050,Águas de Lindóia,3992416886,3898870423,3898867423
350055,Águas de Santa Bárbara,1474844718,1451219303,1442607622
350060,Águas de São Pedro,1527439247,1527095027,1518453550
350070,Agudos,7099383962,6929902222,6500671773
350075,Alambari,970211098,965520158,938267526
350080,Alfredo Marcondes,858152101,851736788,845517339
350090,Altair,1297916039,1297916039,1297916039
350100,Altinópolis,3025829751,3025829751,2996750796
350110,Alto Alegre,1438618135,1431370042,1431370042
350115,Alumínio,3421979026,3136403037,3100510477
350120,Álvares Florence,914381227,914381227,907946623
350130,Álvares Machado,3257895327,3154569615,3083376629
350140,Álvaro de Carvalho,852416471,833501709,787371344
350150,Alvinlândia,649771695,646320995,645409268
350160,Americana,34818955857,34386574297,32974590955
350170,Américo Brasiliense,5179820854,4757522603,4672204497
350180,Américo de Campos,1270778284,1258666376,1168740480
350190,Amparo,14757244850,14120336098,13663323867
350200,Analândia,1076699372,1029133609,1019100655
350210,Andradina,11143527119,11111466313,11016657144
350220,Angatuba,4384598474,4358950670,4227461788
350230,Anhembi,2096591020,2084355145,2017522451
350240,Anhumas,950932790,938183931,910269936
350250,Aparecida,3572509033,3526469271,3238913695
350260,Aparecida d'Oeste,1156192799,1089863842,1004041364
350270,Apiaí,4233462438,4224905478,4188613784
350275,Araçariguama,5099302372,4684547527,4548177317
350280,Araçatuba,26910709870,25355286717,24818035320
350290,Araçoiaba da Serra,4028348367,3774428530,3734582531
350300,Aramina,1207677169,1168922774,1156267418
350310,Arandu,2230592085,2165236180,2146561087
350315,Arapeí,1147641478,1121901927,1112199450
350320,Araraquara,63995852175,61930534567,57665434486
350330,Araras,17117051666,16191792418,14190223102
350335,Arco-Íris,650135132,650135131,648256791
350340,Arealva,1796725434,1659738833,1623014148
350350,Areias,867449947,858275138,698571184
